lemma,pos,cefr_level,word_type,definition_en,definition_th,source,form,form_type,definition_th_simple
heart,noun,A2,single,The organ in the chest that pumps blood around the body.,หัวใจ,oxford3000,hearts,plural,หัวใจ
heat,noun,A2,single,The quality of being hot; high temperature.,ความร้อน,oxford3000,heat,base,ความร้อน
heat,verb,A2,single,To make something hot or warm.,ทำให้ร้อน,oxford3000,heat,base,ทำให้ร้อนขึ้น
heat,verb,A2,single,To make something hot or warm.,ทำให้ร้อน,oxford3000,heats,third_person,ทำให้ร้อนขึ้น
heat,verb,A2,single,To make something hot or warm.,ทำให้ร้อน,oxford3000,heated,past,ทำให้ร้อนขึ้น
heat,verb,A2,single,To make something hot or warm.,ทำให้ร้อน,oxford3000,heating,gerund,ทำให้ร้อนขึ้น
heating,noun,B1,single,A system used to make a building warm.,ระบบทำความร้อน,oxford3000,heating,base,ระบบทำความร้อนภายในอาคาร
heating,noun,B1,single,A system used to make a building warm.,ระบบทำความร้อน,oxford3000,heatings,plural,ระบบทำความร้อนภายในอาคาร
heaven,noun,B2,single,"The place believed to be the home of God, where good people go after death.",สวรรค์,oxford3000,heaven,base,สวรรค์
heaven,noun,B2,single,"The place believed to be the home of God, where good people go after death.",สวรรค์,oxford3000,heavens,plural,สวรรค์
heavily,adv,B1,single,To a great degree; with a lot of force or weight.,"อย่างหนัก, มาก",oxford3000,heavily,base,อย่างหนักหรือมาก
heavy,adj,A2,single,Having great weight.,หนัก,oxford3000,heavy,base,หนัก มีน้ำหนักมาก
heavy,adj,A2,single,Having great weight.,หนัก,oxford3000,heavier,comparative,หนัก มีน้ำหนักมาก
heavy,adj,A2,single,Having great weight.,หนัก,oxford3000,heaviest,superlative,หนัก มีน้ำหนักมาก
heel,noun,B2,single,"The back part of the foot, or the raised part of a shoe under it.","ส้นเท้า, ส้นรองเท้า",oxford3000,heel,base,ส้นเท้าหรือส้นรองเท้า
heel,noun,B2,single,"The back part of the foot, or the raised part of a shoe under it.","ส้นเท้า, ส้นรองเท้า",oxford3000,heels,plural,ส้นเท้าหรือส้นรองเท้า
height,noun,A2,single,The measurement of how tall someone or something is.,ความสูง,oxford3000,height,base,ความสูง
height,noun,A2,single,The measurement of how tall someone or something is.,ความสูง,oxford3000,heights,plural,ความสูง
heighten,verb,C1,single,To make or become greater or more intense.,"ทำให้เพิ่มขึ้น, ทวีความรุนแรง",oxford5000,heighten,base,ทำให้เพิ่มขึ้นหรือรุนแรงขึ้น
heighten,verb,C1,single,To make or become greater or more intense.,"ทำให้เพิ่มขึ้น, ทวีความรุนแรง",oxford5000,heightens,third_person,ทำให้เพิ่มขึ้นหรือรุนแรงขึ้น
heighten,verb,C1,single,To make or become greater or more intense.,"ทำให้เพิ่มขึ้น, ทวีความรุนแรง",oxford5000,heightened,past,ทำให้เพิ่มขึ้นหรือรุนแรงขึ้น
heighten,verb,C1,single,To make or become greater or more intense.,"ทำให้เพิ่มขึ้น, ทวีความรุนแรง",oxford5000,heightening,gerund,ทำให้เพิ่มขึ้นหรือรุนแรงขึ้น
helicopter,noun,B1,single,An aircraft with turning blades on top that let it fly straight up and hover.,เฮลิคอปเตอร์,oxford3000,helicopter,base,เฮลิคอปเตอร์
helicopter,noun,B1,single,An aircraft with turning blades on top that let it fly straight up and hover.,เฮลิคอปเตอร์,oxford3000,helicopters,plural,เฮลิคอปเตอร์
hell,noun,B2,single,The place believed to be where bad people are punished after death.,นรก,oxford3000,hell,base,นรก
hell,noun,B2,single,The place believed to be where bad people are punished after death.,นรก,oxford3000,hells,plural,นรก
hello,exclam,A1,single,Used as a greeting when meeting someone.,สวัสดี,oxford3000,hello,base,คำทักทายที่แปลว่า สวัสดี
hello,noun,A1,single,A greeting or the act of saying hello.,คำทักทาย,oxford3000,hello,base,คำทักทายหรือการกล่าวสวัสดี
hello,noun,A1,single,A greeting or the act of saying hello.,คำทักทาย,oxford3000,hellos,plural,คำทักทายหรือการกล่าวสวัสดี
helmet,noun,B2,single,A hard hat worn to protect the head.,หมวกกันน็อค,oxford5000,helmet,base,หมวกกันน็อค
helmet,noun,B2,single,A hard hat worn to protect the head.,หมวกกันน็อค,oxford5000,helmets,plural,หมวกกันน็อค
help,noun,A1,single,Support or assistance given to someone.,ความช่วยเหลือ,oxford3000,help,base,ความช่วยเหลือ
help,noun,A1,single,Support or assistance given to someone.,ความช่วยเหลือ,oxford3000,helps,plural,ความช่วยเหลือ
help,verb,A1,single,To make it easier for someone to do something by doing part of the work.,ช่วยเหลือ,oxford3000,help,base,ช่วยเหลือผู้อื่น
help,verb,A1,single,To make it easier for someone to do something by doing part of the work.,ช่วยเหลือ,oxford3000,helps,third_person,ช่วยเหลือผู้อื่น
help,verb,A1,single,To make it easier for someone to do something by doing part of the work.,ช่วยเหลือ,oxford3000,helped,past,ช่วยเหลือผู้อื่น
help,verb,A1,single,To make it easier for someone to do something by doing part of the work.,ช่วยเหลือ,oxford3000,helping,gerund,ช่วยเหลือผู้อื่น
helpful,adj,A2,single,Giving useful help.,"เป็นประโยชน์, ช่วยเหลือได้ดี",oxford3000,helpful,base,ที่ช่วยเหลือได้ดีหรือเป็นประโยชน์
hence,adv,B2,single,For this reason; as a result.,"ดังนั้น, ฉะนั้น",oxford5000,hence,base,ดังนั้น เพราะเหตุนี้
